,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
506,GA-501,Georgia,georgiabalanceofstate,jefferson,5856,none,3037,20,324,4,2180,4441,,,,,,
507,GA-501,Georgia,georgiabalanceofstate,jenkins,5856,none,2052,27,152,4,1108,2760,,,,,,
508,GA-501,Georgia,georgiabalanceofstate,johnson,5856,none,2041,26,147,3,1666,3011,,,,,,
509,GA-501,Georgia,georgiabalanceofstate,jones,5856,none,3513,12,423,3,1713,8012,,,,,,
510,GA-501,Georgia,georgiabalanceofstate,lamar,5856,none,2550,14,345,4,1254,4416,,,,,,
511,GA-501,Georgia,georgiabalanceofstate,lanier,5856,none,1924,19,149,3,976,2875,,,,,,
512,GA-501,Georgia,georgiabalanceofstate,laurens,5856,nan,10614,21,846,4,4494,13762,,,,,,
513,GA-501,Georgia,georgiabalanceofstate,lee,5856,nan,3163,9,469,3,1887,5845,,,,,,
514,GA-501,Georgia,georgiabalanceofstate,liberty,5856,1151.5320734082525,11429,18,1043,4,3208,11447,,,,,,
515,GA-501,Georgia,georgiabalanceofstate,lincoln,5856,none,1266,16,142,4,935,2480,,,,,,
516,GA-501,Georgia,georgiabalanceofstate,long,5856,nan,2467,14,259,3,1840,3730,,,,,,
517,GA-501,Georgia,georgiabalanceofstate,lowndes,5856,962.3511215576764,27652,24,2099,4,7698,22621,,,,,,
518,GA-501,Georgia,georgiabalanceofstate,lumpkin,5856,nan,4246,13,483,2,2438,5571,,,,,,
519,GA-501,Georgia,georgiabalanceofstate,mcduffie,5856,none,4182,19,443,5,2328,5891,,,,,,
520,GA-501,Georgia,georgiabalanceofstate,mcintosh,5856,none,2367,21,225,3,1476,3232,,,,,,
521,GA-501,Georgia,georgiabalanceofstate,macon,5856,none,3132,30,304,6,2432,3220,,,,,,
522,GA-501,Georgia,georgiabalanceofstate,madison,5856,none,4611,15,418,3,3743,6784,,,,,,
523,GA-501,Georgia,georgiabalanceofstate,marion,5856,none,1580,21,119,3,1257,2000,,,,,,
524,GA-501,Georgia,georgiabalanceofstate,meriwether,5856,none,4468,21,458,5,3004,5921,,,,,,
525,GA-501,Georgia,georgiabalanceofstate,miller,5856,none,1400,24,84,3,616,1194,,,,,,
526,GA-501,Georgia,georgiabalanceofstate,mitchell,5856,none,4790,24,414,5,2637,5468,,,,,,
527,GA-501,Georgia,georgiabalanceofstate,monroe,5856,none,3221,11,410,3,2185,6797,,,,,,
528,GA-501,Georgia,georgiabalanceofstate,montgomery,5856,none,1647,20,159,4,1100,2161,,,,,,
529,GA-501,Georgia,georgiabalanceofstate,morgan,5856,none,2222,10,309,3,1459,5055,,,,,,
530,GA-501,Georgia,georgiabalanceofstate,murray,5856,none,6208,15,666,4,7259,9146,,,,,,
531,GA-501,Georgia,georgiabalanceofstate,newton,5856,1603.0038609772332,14185,12,2331,4,7859,23970,,,,,,
532,GA-501,Georgia,georgiabalanceofstate,oconee,5856,nan,2577,6,450,2,1060,5027,,,,,,
533,GA-501,Georgia,georgiabalanceofstate,oglethorpe,5856,none,2010,13,202,2,1572,3849,,,,,,
534,GA-501,Georgia,georgiabalanceofstate,paulding,5856,1766.7885807195098,13209,7,2692,3,10048,32437,,,,,,
535,GA-501,Georgia,georgiabalanceofstate,peach,5856,nan,5304,19,579,4,2686,5674,,,,,,
536,GA-501,Georgia,georgiabalanceofstate,pickens,5856,none,3452,10,437,2,2855,8004,,,,,,
537,GA-501,Georgia,georgiabalanceofstate,pierce,5856,none,3052,15,270,3,1827,5561,,,,,,
538,GA-501,Georgia,georgiabalanceofstate,pike,5856,none,1859,9,255,2,1529,4629,,,,,,
539,GA-501,Georgia,georgiabalanceofstate,polk,5856,none,7598,17,659,3,5113,11679,,,,,,
540,GA-501,Georgia,georgiabalanceofstate,pulaski,5856,none,1862,20,153,3,1454,2694,,,,,,
541,GA-501,Georgia,georgiabalanceofstate,putnam,5856,none,3635,16,348,4,1959,5631,,,,,,
542,GA-501,Georgia,georgiabalanceofstate,quitman,5856,none,547,24,36,4,545,621,,,,,,
543,GA-501,Georgia,georgiabalanceofstate,rabun,5856,none,2109,12,238,3,1825,3870,,,,,,
544,GA-501,Georgia,georgiabalanceofstate,randolph,5856,none,1702,28,124,5,898,1587,,,,,,
545,GA-501,Georgia,georgiabalanceofstate,rockdale,5856,1514.9661655686468,12697,13,2029,4,6555,17913,,,,,,
546,GA-501,Georgia,georgiabalanceofstate,schley,5856,none,718,16,81,3,411,1079,,,,,,
547,GA-501,Georgia,georgiabalanceofstate,screven,5856,none,2769,20,284,5,1658,3796,,,,,,
548,GA-501,Georgia,georgiabalanceofstate,seminole,5856,none,2124,23,115,3,955,2689,,,,,,
549,GA-501,Georgia,georgiabalanceofstate,spalding,5856,nan,14186,21,1337,4,7425,17932,,,,,,
550,GA-501,Georgia,georgiabalanceofstate,stephens,5856,none,4391,16,452,4,2924,7312,,,,,,
551,GA-501,Georgia,georgiabalanceofstate,stewart,5856,none,1288,31,97,3,1246,1498,,,,,,
552,GA-501,Georgia,georgiabalanceofstate,sumter,5856,none,7727,27,698,5,3126,6903,,,,,,
553,GA-501,Georgia,georgiabalanceofstate,talbot,5856,none,1333,23,125,4,795,1835,,,,,,
554,GA-501,Georgia,georgiabalanceofstate,taliaferro,5856,none,358,23,27,5,228,585,,,,,,
555,GA-501,Georgia,georgiabalanceofstate,tattnall,5856,none,5359,28,309,3,3565,6287,,,,,,
556,GA-501,Georgia,georgiabalanceofstate,taylor,5856,none,1744,22,175,6,1332,2121,,,,,,
557,GA-501,Georgia,georgiabalanceofstate,telfair,5856,none,3027,30,263,7,2686,4041,,,,,,
558,GA-501,Georgia,georgiabalanceofstate,terrell,5856,none,2309,26,222,6,1277,2258,,,,,,
559,GA-501,Georgia,georgiabalanceofstate,thomas,5856,none,8615,19,734,4,4115,9587,,,,,,
560,GA-501,Georgia,georgiabalanceofstate,tift,5856,none,8484,21,727,3,4203,8809,,,,,,
561,GA-501,Georgia,georgiabalanceofstate,toombs,5856,none,6087,22,543,4,3083,5794,,,,,,
562,GA-501,Georgia,georgiabalanceofstate,s,5856,none,1585,13,162,4,694,2627,,,,,,
563,GA-501,Georgia,georgiabalanceofstate,treutlen,5856,none,1300,21,114,4,1045,1778,,,,,,
564,GA-501,Georgia,georgiabalanceofstate,troup,5856,nan,10559,15,1629,4,5903,16548,,,,,,
565,GA-501,Georgia,georgiabalanceofstate,turner,5856,none,2247,26,207,6,1258,2101,,,,,,
566,GA-501,Georgia,georgiabalanceofstate,twiggs,5856,none,1634,21,144,5,1200,2579,,,,,,
567,GA-501,Georgia,georgiabalanceofstate,union,5856,none,3035,12,305,2,2338,6458,,,,,,
568,GA-501,Georgia,georgiabalanceofstate,upson,5856,none,5129,18,466,4,3246,6607,,,,,,
569,GA-501,Georgia,georgiabalanceofstate,walker,5856,nan,9524,14,983,3,7474,16554,,,,,,
570,GA-501,Georgia,georgiabalanceofstate,walton,5856,nan,10602,10,1499,3,7837,21674,,,,,,
571,GA-501,Georgia,georgiabalanceofstate,ware,5856,none,8158,24,568,3,4466,10273,,,,,,
572,GA-501,Georgia,georgiabalanceofstate,warren,5856,none,1321,25,126,4,1084,1466,,,,,,
573,GA-501,Georgia,georgiabalanceofstate,washington,5856,none,4057,22,341,5,2258,6497,,,,,,
574,GA-501,Georgia,georgiabalanceofstate,wayne,5856,none,6988,24,446,3,3157,8933,,,,,,
575,GA-501,Georgia,georgiabalanceofstate,webster,5856,none,481,20,45,4,328,532,,,,,,
576,GA-501,Georgia,georgiabalanceofstate,wheeler,5856,none,1692,33,90,5,1179,2149,,,,,,
577,GA-501,Georgia,georgiabalanceofstate,white,5856,none,3456,12,425,2,2925,6137,,,,,,
578,GA-501,Georgia,georgiabalanceofstate,whitfield,5856,nan,13655,13,1703,4,18454,20932,,,,,,
579,GA-501,Georgia,georgiabalanceofstate,wilcox,5856,none,1897,27,131,4,1136,2592,,,,,,
580,GA-501,Georgia,georgiabalanceofstate,wilkes,5856,none,1879,20,170,4,1336,3176,,,,,,
581,GA-501,Georgia,georgiabalanceofstate,wilkinson,5856,none,1832,21,152,4,828,3214,,,,,,
582,GA-501,Georgia,georgiabalanceofstate,worth,5856,none,4178,20,354,4,2211,6417,,,,,,
583,GA-502,Georgia,fulton,fulton,273,1682.7876800194615,142028,13,25924,4,48660,118809,,,,,,
584,GA-503,Georgia,clarke,clarke,283,1258.993341598636,25418,21,2256,3,7515,14054,,,,,,
585,GA-503,Georgia,athens,clarke,283,1258.993341598636,25418,21,2256,3,7515,14054,,,,,,
586,GA-504,Georgia,richmond,richmond,549,1084.9366144918856,41249,21,4436,5,18444,43200,,,,,,
587,GA-504,Georgia,augusta,richmond,549,1084.9366144918856,41249,21,4436,5,18444,43200,,,,,,
588,GA-505,Georgia,russell,barrow,243,1620.7756744765002,8262,9,1237,2,6650,18643,,,,,,
589,GA-505,Georgia,muscogee,muscogee,243,997.0013400356338,40496,20,4005,5,15462,35732,,,,,,
590,GA-505,Georgia,columbus,muscogee,243,997.0013400356338,40496,20,4005,5,15462,35732,,,,,,
591,GA-506,Georgia,cobb,cobb,380,1617.2855036334995,72765,9,13746,3,36579,93670,,,,,,
592,GA-506,Georgia,marietta,cobb,380,1617.2855036334995,72765,9,13746,3,36579,93670,,,,,,
593,GA-507,Georgia,chatham,chatham,523,1391.3646030572993,43618,15,6161,4,18800,48789,,,,,,
594,GA-507,Georgia,savannah,chatham,523,1391.3646030572993,43618,15,6161,4,18800,48789,,,,,,
595,GA-508,Georgia,dekalb,dekalb,565,1543.8875238366509,108081,14,18123,4,48218,106060,,,,,,
596,HI-500,Hawaii,hawaiibalanceofstate,hawaii,2022,nan,152656,10,29361,14,5455,5,10285,42111,,,,
597,HI-500,Hawaii,hawaiibalanceofstate,kalawao,2022,none,none,none,none,none,3,13,,,,,,
598,HI-500,Hawaii,hawaiibalanceofstate,kauai,2022,none,8101,11,2947,8,4153,15503,,,,,,
599,HI-500,Hawaii,hawaiibalanceofstate,maui,2022,2799.282525931738,18548,11,6691,7,8772,35482,,,,,,
600,HI-501,Hawaii,honolulu,honolulu,3945,2408.5705992129,96646,10,none,none,51255,180820,,,,,,
601,IA-500,Iowa,woodbury,woodbury,212,nan,15992,15,2136,3,8231,21887,,,,,,
602,IA-500,Iowa,dakota,humboldt,212,none,954,10,156,3,463,2530,,,,,,
603,IA-500,Iowa,sioux,sioux,212,none,2212,6,480,2,1690,6203,,,,,,
604,IA-501,Iowa,iowabalanceofstate,adair,1601,none,749,10,122,2,280,2131,,,,,,
605,IA-501,Iowa,iowabalanceofstate,adams,1601,none,383,10,55,2,146,960,,,,,,
606,IA-501,Iowa,iowabalanceofstate,allamakee,1601,none,1349,9,293,4,944,4008,,,,,,
607,IA-501,Iowa,iowabalanceofstate,appanoose,1601,none,2069,17,232,3,792,3082,,,,,,
608,IA-501,Iowa,iowabalanceofstate,audubon,1601,none,564,10,88,2,332,1458,,,,,,
609,IA-501,Iowa,iowabalanceofstate,benton,1601,nan,2128,8,520,4,1027,6578,,,,,,
610,IA-501,Iowa,iowabalanceofstate,blackhawk,1601,792.4466631267707,17005,13,2789,4,6599,24857,,,,,,
611,IA-501,Iowa,iowabalanceofstate,boone,1601,none,2038,7,461,3,1108,6104,,,,,,
612,IA-501,Iowa,iowabalanceofstate,bremer,1601,none,1681,7,404,2,573,4959,,,,,,
613,IA-501,Iowa,iowabalanceofstate,buchanan,1601,none,2011,9,377,3,859,4825,,,,,,
614,IA-501,Iowa,iowabalanceofstate,buenavista,1601,none,2149,10,335,2,2698,4070,,,,,,
615,IA-501,Iowa,iowabalanceofstate,butler,1601,none,1238,8,269,3,594,3708,,,,,,
616,IA-501,Iowa,iowabalanceofstate,calhoun,1601,none,1117,12,146,3,423,2695,,,,,,
617,IA-501,Iowa,iowabalanceofstate,carroll,1601,none,1889,9,297,2,814,4813,,,,,,
618,IA-501,Iowa,iowabalanceofstate,cass,1601,none,1847,14,227,3,997,3164,,,,,,
619,IA-501,Iowa,iowabalanceofstate,cedar,1601,none,1323,7,355,3,584,5086,,,,,,
620,IA-501,Iowa,iowabalanceofstate,cerrogordo,1601,none,4895,11,878,3,1999,10283,,,,,,
621,IA-501,Iowa,iowabalanceofstate,cherokee,1601,none,1134,10,188,3,537,3324,,,,,,
622,IA-501,Iowa,iowabalanceofstate,chickasaw,1601,none,1005,8,208,3,546,3668,,,,,,
623,IA-501,Iowa,iowabalanceofstate,clarke,1601,none,923,9,190,3,986,2644,,,,,,
624,IA-501,Iowa,iowabalanceofstate,clay,1601,none,1521,9,283,3,512,3803,,,,,,
625,IA-501,Iowa,iowabalanceofstate,clayton,1601,none,1678,10,447,4,1118,5369,,,,,,
626,IA-501,Iowa,iowabalanceofstate,clinton,1601,none,5261,11,1053,4,2599,12180,,,,,,
627,IA-501,Iowa,iowabalanceofstate,crawford,1601,none,1817,11,368,4,1994,3904,,,,,,
628,IA-501,Iowa,iowabalanceofstate,dallas,1601,1293.0416899305355,5499,5,1369,2,2596,11677,,,,,,
629,IA-501,Iowa,iowabalanceofstate,davis,1601,none,916,10,127,3,1157,1631,,,,,,
630,IA-501,Iowa,iowabalanceofstate,decatur,1601,none,1165,16,131,3,476,1774,,,,,,
631,IA-501,Iowa,iowabalanceofstate,delaware,1601,none,1582,9,315,3,942,5207,,,,,,
632,IA-501,Iowa,iowabalanceofstate,dickinson,1601,none,1333,7,363,3,578,3513,,,,,,
633,IA-501,Iowa,iowabalanceofstate,dubuque,1601,759.6502316749636,7743,8,2202,4,4124,21391,,,,,,
634,IA-501,Iowa,iowabalanceofstate,emmet,1601,none,1026,11,182,3,674,2281,,,,,,
635,IA-501,Iowa,iowabalanceofstate,fayette,1601,none,2185,11,434,4,1009,5773,,,,,,
636,IA-501,Iowa,iowabalanceofstate,floyd,1601,none,1719,11,321,3,781,4218,,,,,,
637,IA-501,Iowa,iowabalanceofstate,franklin,1601,none,987,10,191,3,644,2499,,,,,,
638,IA-501,Iowa,iowabalanceofstate,fremont,1601,none,681,10,98,2,250,1739,,,,,,
639,IA-501,Iowa,iowabalanceofstate,greene,1601,none,977,11,167,3,423,2307,,,,,,
640,IA-501,Iowa,iowabalanceofstate,grundy,1601,none,762,6,211,3,395,2849,,,,,,
641,IA-501,Iowa,iowabalanceofstate,guthrie,1601,none,1024,9,211,3,426,2682,,,,,,
642,IA-501,Iowa,iowabalanceofstate,hamilton,1601,none,1221,8,262,3,689,3502,,,,,,
643,IA-501,Iowa,iowabalanceofstate,hancock,1601,none,914,8,198,3,636,2814,,,,,,
644,IA-501,Iowa,iowabalanceofstate,hardin,1601,none,1551,9,295,3,938,4400,,,,,,
645,IA-501,Iowa,iowabalanceofstate,harrison,1601,none,1491,10,249,3,793,3944,,,,,,
646,IA-501,Iowa,iowabalanceofstate,henry,1601,none,2296,12,361,3,1132,5071,,,,,,
647,IA-501,Iowa,iowabalanceofstate,howard,1601,none,923,9,180,3,538,2594,,,,,,
648,IA-501,Iowa,iowabalanceofstate,ida,1601,none,735,10,114,2,347,1866,,,,,,
649,IA-501,Iowa,iowabalanceofstate,iowa,1601,none,340626,11,1248,7,344,3,632,4237,,,,
650,IA-501,Iowa,iowabalanceofstate,jackson,1601,none,2266,11,479,4,891,5773,,,,,,
651,IA-501,Iowa,iowabalanceofstate,jasper,1601,none,3345,9,751,3,1554,10572,,,,,,
652,IA-501,Iowa,iowabalanceofstate,jefferson,1601,nan,1943,13,373,3,829,2859,,,,,,
653,IA-501,Iowa,iowabalanceofstate,johnson,1601,1082.0069740490535,21477,14,2858,3,3392,13855,,,,,,
654,IA-501,Iowa,iowabalanceofstate,jones,1601,none,2057,10,414,4,786,5677,,,,,,
655,IA-501,Iowa,iowabalanceofstate,keokuk,1601,none,1099,11,208,4,494,3011,,,,,,
656,IA-501,Iowa,iowabalanceofstate,kossuth,1601,none,1507,10,241,2,673,3672,,,,,,
657,IA-501,Iowa,iowabalanceofstate,lee,1601,none,4511,14,821,5,1608,8929,,,,,,
658,IA-501,Iowa,iowabalanceofstate,linn,1601,973.478792602165,21754,9,5389,4,7895,40139,,,,,,
659,IA-501,Iowa,iowabalanceofstate,louisa,1601,none,1183,11,230,3,1174,2832,,,,,,
660,IA-501,Iowa,iowabalanceofstate,lucas,1601,none,1111,12,131,2,433,2605,,,,,,
661,IA-501,Iowa,iowabalanceofstate,lyon,1601,none,812,6,146,2,482,3114,,,,,,
662,IA-501,Iowa,iowabalanceofstate,madison,1601,none,1228,7,347,4,393,3748,,,,,,
663,IA-501,Iowa,iowabalanceofstate,mahaska,1601,none,2640,12,402,3,1179,5807,,,,,,
664,IA-501,Iowa,iowabalanceofstate,marion,1601,none,2751,8,528,2,1323,7415,,,,,,
665,IA-501,Iowa,iowabalanceofstate,marshall,1601,none,4463,11,1006,5,3911,9171,,,,,,
666,IA-501,Iowa,iowabalanceofstate,mills,1601,none,1198,8,223,3,486,3191,,,,,,
667,IA-501,Iowa,iowabalanceofstate,mitchell,1601,none,909,8,160,2,520,2501,,,,,,
668,IA-501,Iowa,iowabalanceofstate,monona,1601,none,1016,12,176,4,448,2479,,,,,,
669,IA-501,Iowa,iowabalanceofstate,monroe,1601,none,786,10,148,3,336,2092,,,,,,
670,IA-501,Iowa,iowabalanceofstate,montgomery,1601,none,1179,11,182,3,550,2446,,,,,,
671,IA-501,Iowa,iowabalanceofstate,muscatine,1601,none,4666,11,891,4,2983,10026,,,,,,
672,IA-501,Iowa,iowabalanceofstate,obrien,1601,none,1406,10,222,2,813,3535,,,,,,
673,IA-501,Iowa,iowabalanceofstate,osceola,1601,none,542,9,77,2,495,1635,,,,,,
674,IA-501,Iowa,iowabalanceofstate,page,1601,none,2219,16,235,3,886,4341,,,,,,
675,IA-501,Iowa,iowabalanceofstate,paloalto,1601,none,1024,11,137,3,403,1814,,,,,,
676,IA-501,Iowa,iowabalanceofstate,plymouth,1601,none,1832,7,398,2,963,6031,,,,,,
677,IA-501,Iowa,iowabalanceofstate,pocahontas,1601,none,702,10,117,2,522,1819,,,,,,
678,IA-501,Iowa,iowabalanceofstate,pottawattamie,1601,nan,11207,12,1820,3,6351,20559,,,,,,
679,IA-501,Iowa,iowabalanceofstate,poweshiek,1601,none,2145,12,404,4,705,4659,,,,,,
680,IA-501,Iowa,iowabalanceofstate,ringgold,1601,none,597,13,74,3,219,1289,,,,,,
681,IA-501,Iowa,iowabalanceofstate,sac,1601,none,958,10,158,3,446,2529,,,,,,
682,IA-501,Iowa,iowabalanceofstate,scott,1601,895.9215845023313,22074,12,4256,4,7167,32952,,,,,,
683,IA-501,Iowa,iowabalanceofstate,shelby,1601,none,921,8,185,2,544,2913,,,,,,
684,IA-501,Iowa,iowabalanceofstate,story,1601,891.2731582210146,15885,17,1553,2,1643,8786,,,,,,
685,IA-501,Iowa,iowabalanceofstate,tama,1601,none,2136,12,387,4,1083,4787,,,,,,
686,IA-501,Iowa,iowabalanceofstate,taylor,1601,none,743,12,89,2,376,1580,,,,,,
687,IA-501,Iowa,iowabalanceofstate,union,1601,none,1497,12,245,4,741,2737,,,,,,
688,IA-501,Iowa,iowabalanceofstate,vanburen,1601,none,917,12,126,3,616,1930,,,,,,
689,IA-501,Iowa,iowabalanceofstate,wapello,1601,none,5308,15,762,4,2885,8786,,,,,,
690,IA-501,Iowa,iowabalanceofstate,warren,1601,nan,2827,5,962,3,1446,10097,,,,,,
691,IA-501,Iowa,iowabalanceofstate,washington,1601,none,1928,8,391,3,1233,5622,,,,,,
692,IA-501,Iowa,iowabalanceofstate,wayne,1601,none,861,13,93,3,459,1844,,,,,,
693,IA-501,Iowa,iowabalanceofstate,webster,1601,nan,5102,14,773,4,2127,8735,,,,,,
694,IA-501,Iowa,iowabalanceofstate,winnebago,1601,none,1067,10,189,3,411,2383,,,,,,
695,IA-501,Iowa,iowabalanceofstate,winneshiek,1601,none,1565,8,430,3,544,4478,,,,,,
696,IA-501,Iowa,iowabalanceofstate,worth,1601,none,712,9,154,3,368,1917,,,,,,
697,IA-501,Iowa,iowabalanceofstate,wright,1601,none,1325,10,254,3,653,3277,,,,,,
698,IA-502,Iowa,polk,polk,606,1057.611286523554,49300,10,10877,4,24393,80903,,,,,,
699,IA-502,Iowa,desmoines,desmoines,606,none,5014,13,1051,5,1923,8759,,,,,,
700,ID-500,Idaho,ada,ada,620,1657.8116229473178,43285,8,8545,3,16433,68936,,,,,,
701,ID-500,Idaho,boise,boise,620,none,962,12,196,5,317,1841,,,,,,
702,ID-501,Idaho,idahobalanceofstate,adams,1378,none,590,12,115,6,257,1280,,,,,,
703,ID-501,Idaho,idahobalanceofstate,bannock,1378,nan,11121,12,1497,3,3696,14141,,,,,,
704,ID-501,Idaho,idahobalanceofstate,bearlake,1378,none,633,9,92,2,283,1541,,,,,,
705,ID-501,Idaho,idahobalanceofstate,benewah,1378,none,1348,13,223,5,957,2448,,,,,,
706,ID-501,Idaho,idahobalanceofstate,bingham,1378,nan,5482,11,767,3,3067,9642,,,,,,
707,ID-501,Idaho,idahobalanceofstate,blaine,1378,nan,1772,7,458,3,1693,4095,,,,,,
708,ID-501,Idaho,idahobalanceofstate,bonner,1378,nan,5761,11,1012,4,2812,10541,,,,,,
709,ID-501,Idaho,idahobalanceofstate,bonneville,1378,1053.9758927029611,12383,9,1729,2,5552,18759,,,,,,
710,ID-501,Idaho,idahobalanceofstate,boundary,1378,none,1506,12,241,4,963,3105,,,,,,
711,ID-501,Idaho,idahobalanceofstate,butte,1378,none,417,15,54,3,205,611,,,,,,
712,ID-501,Idaho,idahobalanceofstate,camas,1378,none,108,9,22,3,147,190,,,,,,
713,ID-501,Idaho,idahobalanceofstate,canyon,1378,1370.9592118519483,26280,11,4292,3,19140,42714,,,,,,
714,ID-501,Idaho,idahobalanceofstate,caribou,1378,none,696,9,125,3,460,1286,,,,,,
715,ID-501,Idaho,idahobalanceofstate,cassia,1378,none,2803,11,364,2,2281,4264,,,,,,
716,ID-501,Idaho,idahobalanceofstate,clark,1378,none,113,14,12,3,180,141,,,,,,
717,ID-501,Idaho,idahobalanceofstate,clearwater,1378,none,1208,14,192,6,520,2409,,,,,,
718,ID-501,Idaho,idahobalanceofstate,custer,1378,none,554,12,102,4,423,934,,,,,,
719,ID-501,Idaho,idahobalanceofstate,elmore,1378,none,3166,11,446,3,1923,5346,,,,,,
720,ID-501,Idaho,idahobalanceofstate,franklin,1378,none,1192,8,181,2,608,3917,,,,,,
721,ID-501,Idaho,idahobalanceofstate,fremont,1378,none,1546,11,232,2,1012,2520,,,,,,
722,ID-501,Idaho,idahobalanceofstate,gem,1378,none,2437,12,353,4,1603,4513,,,,,,
723,ID-501,Idaho,idahobalanceofstate,gooding,1378,none,1707,10,265,2,2261,3397,,,,,,
724,ID-501,Idaho,idahobalanceofstate,idaho,1378,none,202091,10,2232,13,328,4,958,4034,,,,
725,ID-501,Idaho,idahobalanceofstate,jefferson,1378,nan,2540,8,397,2,1437,4277,,,,,,
726,ID-501,Idaho,idahobalanceofstate,jerome,1378,none,3088,12,416,3,3493,4383,,,,,,
727,ID-501,Idaho,idahobalanceofstate,kootenai,1378,1790.6396307753184,16927,9,3484,4,7584,31689,,,,,,
728,ID-501,Idaho,idahobalanceofstate,latah,1378,nan,5113,13,654,3,803,4735,,,,,,
729,ID-501,Idaho,idahobalanceofstate,lemhi,1378,none,974,12,193,5,607,1802,,,,,,
730,ID-501,Idaho,idahobalanceofstate,lewis,1378,none,486,13,92,5,259,702,,,,,,
731,ID-501,Idaho,idahobalanceofstate,lincoln,1378,none,593,11,119,4,623,1135,,,,,,
732,ID-501,Idaho,idahobalanceofstate,madison,1378,nan,9330,17,511,2,958,3796,,,,,,
733,ID-501,Idaho,idahobalanceofstate,minidoka,1378,none,3025,13,371,3,2776,4581,,,,,,
734,ID-501,Idaho,idahobalanceofstate,nezperce,1378,none,6377,15,676,3,1995,8804,,,,,,
735,ID-501,Idaho,idahobalanceofstate,oneida,1378,none,493,10,64,2,291,1051,,,,,,
736,ID-501,Idaho,idahobalanceofstate,owyhee,1378,none,1731,14,242,3,1965,2423,,,,,,
737,ID-501,Idaho,idahobalanceofstate,payette,1378,none,3126,12,476,3,2282,5898,,,,,,
738,ID-501,Idaho,idahobalanceofstate,power,1378,none,1001,12,157,3,1006,1581,,,,,,
739,ID-501,Idaho,idahobalanceofstate,shoshone,1378,none,2404,17,349,6,1107,3530,,,,,,
740,ID-501,Idaho,idahobalanceofstate,teton,1378,none,907,7,205,2,604,1413,,,,,,
741,ID-501,Idaho,idahobalanceofstate,twinfalls,1378,nan,12185,13,1488,3,7392,15658,,,,,,
742,ID-501,Idaho,idahobalanceofstate,nan,1378,none,none,none,none,none,none,none,,,,,,
743,ID-501,Idaho,idahobalanceofstate,washington,1378,none,1476,13,208,4,900,2212,,,,,,
744,IL-500,Illinois,mchenry,mchenry,92,1699.9763296903054,18456,6,7808,4,13717,55145,,,,,,
745,IL-501,Illinois,boone,boone,406,nan,5341,10,2179,8,4575,11504,,,,,,
746,IL-501,Illinois,winnebago,winnebago,406,910.5582180520324,39659,14,11394,8,22994,60897,,,,,,
747,IL-501,Illinois,dekalb,dekalb,406,1017.7788060324956,13529,14,3068,5,4404,15101,,,,,,
748,IL-501,Illinois,rockford,winnebago,406,910.5582180520324,39659,14,11394,8,22994,60897,,,,,,
749,IL-502,Illinois,lake,lake,431,1659.080959751993,58626,8,19650,5,43130,94568,,,,,,
750,IL-502,Illinois,chicago,dupage,431,1639.456648842054,62952,6,22777,4,41827,116233,,,,,,
751,IL-502,Illinois,waukegan,lake,431,1659.080959751993,58626,8,19650,5,43130,94568,,,,,,
752,IL-503,Illinois,champaign,champaign,137,941.6873661012686,28582,15,5435,5,6294,25720,,,,,,
753,IL-503,Illinois,rantoul,champaign,137,941.6873661012686,28582,15,5435,5,6294,25720,,,,,,
754,IL-503,Illinois,urbana,champaign,137,941.6873661012686,28582,15,5435,5,6294,25720,,,,,,
755,IL-503,Illinois,champaign,champaign,137,941.6873661012686,28582,15,5435,5,6294,25720,,,,,,
756,IL-504,Illinois,madison,madison,96,866.2463887962778,29596,11,6587,5,13030,54017,,,,,,
757,IL-506,Illinois,will,will,219,1847.5146454010728,54149,7,20467,5,39246,119617,,,,,,
758,IL-506,Illinois,bolingbrook,will,219,1847.5146454010728,54149,7,20467,5,39246,119617,,,,,,
759,IL-506,Illinois,joliet,will,219,1847.5146454010728,54149,7,20467,5,39246,119617,,,,,,
760,IL-507,Illinois,woodford,woodford,337,none,2484,6,740,4,1484,7280,,,,,,
761,IL-507,Illinois,peoria,peoria,337,897.5237527955325,28357,16,6002,7,9588,33607,,,,,,
762,IL-507,Illinois,tazewell,tazewell,337,nan,11918,9,3140,5,6260,28037,,,,,,
763,IL-507,Illinois,fulton,fulton,337,none,4629,15,841,5,2595,9143,,,,,,
764,IL-507,Illinois,pekin,tazewell,337,nan,11918,9,3140,5,6260,28037,,,,,,
765,IL-507,Illinois,peoria,peoria,337,897.5237527955325,28357,16,6002,7,9588,33607,,,,,,
766,IL-508,Illinois,st.clair,st.clair,197,none,33300,13,7683,6,13631,48222,,,,,,
767,IL-508,Illinois,belleville,st.clair,197,none,33300,13,7683,6,13631,48222,,,,,,
768,IL-508,Illinois,st.louis,st.clair,197,none,33300,13,7683,6,13631,48222,,,,,,
769,IL-510,Illinois,chicago,dupage,3875,1639.456648842054,62952,6,22777,4,41827,116233,,,,,,
770,IL-511,Illinois,cook,cook,1096,1734.0834069999128,703874,13,181692,6,439740,820019,,,,,,
771,IL-512,Illinois,bloomington,mclean,241,845.9409919954196,21514,13,4038,4,4190,24299,,,,,,
772,IL-513,Illinois,sangamon,sangamon,264,939.9288822427546,27610,14,5534,5,9898,37873,,,,,,
