CoC Code,State Name,CoC Name,County Name,Homeless Count,Avg. Rent Price,Poverty Count,Poverty Pct.,Unemployed Count,Unemployed Pct.,Education Count No HS Diploma,Education Count No College
MT-500,Montana,montanastatewide,carter,1585,none,185,13,17,2,79,320
MT-500,Montana,montanastatewide,cascade,1585,962.2321955,10709,13,1259,3,4058,18023
MT-500,Montana,montanastatewide,chouteau,1585,none,843,14,68,2,325,1427
MT-500,Montana,montanastatewide,custer,1585,none,1513,13,193,3,507,2544
MT-500,Montana,montanastatewide,daniels,1585,none,184,11,17,1,92,460
MT-500,Montana,montanastatewide,dawson,1585,none,940,11,141,3,328,1976
MT-500,Montana,montanastatewide,deerlodge,1585,none,1292,14,167,3,685,2770
MT-500,Montana,montanastatewide,fallon,1585,none,266,8,42,2,94,713
MT-500,Montana,montanastatewide,fergus,1585,none,1359,12,193,3,399,2739
MT-500,Montana,montanastatewide,flathead,1585,none,10183,9,2062,4,3729,20566
MT-500,Montana,montanastatewide,gallatin,1585,1845.817105,10517,8,1790,2,1919,13764
MT-500,Montana,montanastatewide,garfield,1585,none,179,14,18,2,16,279
MT-500,Montana,montanastatewide,glacier,1585,none,3331,24,378,6,965,3135
MT-500,Montana,montanastatewide,golden,1585,none,134,16,13,3,53,234
MT-500,Montana,montanastatewide,granite,1585,none,389,11,73,4,225,702
MT-500,Montana,montanastatewide,hill,1585,none,2670,16,237,3,893,3042
MT-500,Montana,montanastatewide,jefferson,1585,none,913,7,193,3,480,2331
MT-500,Montana,montanastatewide,judithbasin,1585,none,308,15,26,2,72,423
MT-500,Montana,montanastatewide,lake,1585,none,5450,17,537,3,1644,5412
MT-500,Montana,montanastatewide,lewisclark,1585,none,6389,9,1115,3,2164,11523
MT-500,Montana,montanastatewide,liberty,1585,none,303,16,23,2,386,281
MT-500,Montana,montanastatewide,lincoln,1585,none,3409,16,479,5,1288,5771
MT-500,Montana,montanastatewide,mccone,1585,none,236,13,18,1,53,426
MT-500,Montana,montanastatewide,madison,1585,none,808,9,152,3,243,1890
MT-500,Montana,montanastatewide,meagher,1585,none,292,15,25,2,52,477
MT-500,Montana,montanastatewide,mineral,1585,none,683,14,100,5,255,1158
MT-500,Montana,montanastatewide,missoula,1585,1284.113431,15043,12,2197,3,2918,16601
MT-500,Montana,montanastatewide,musselshell,1585,none,766,15,99,4,314,1274
MT-500,Montana,montanastatewide,park,1585,none,1717,9,329,3,453,3586
MT-500,Montana,montanastatewide,petroleum,1585,none,67,12,8,2,2,137
MT-500,Montana,montanastatewide,phillips,1585,none,600,14,70,3,223,1059
MT-500,Montana,montanastatewide,pondera,1585,none,990,17,85,3,355,1200
MT-500,Montana,montanastatewide,powderriver,1585,none,184,11,26,2,80,418
MT-500,Montana,montanastatewide,powell,1585,none,891,16,78,2,532,2293
MT-500,Montana,montanastatewide,prairie,1585,none,146,13,18,3,119,263
MT-500,Montana,montanastatewide,ravalli,1585,none,4323,9,773,3,2425,9763
MT-500,Montana,montanastatewide,richland,1585,none,1022,9,234,4,348,2928
MT-500,Montana,montanastatewide,roosevelt,1585,none,2692,25,183,4,598,2021
MT-500,Montana,montanastatewide,rosebud,1585,none,1419,17,143,4,556,1740
MT-500,Montana,montanastatewide,sanders,1585,none,1883,14,252,4,849,3703
MT-500,Montana,montanastatewide,sheridan,1585,none,409,11,59,3,188,890
MT-500,Montana,montanastatewide,silverbow,1585,none,4471,13,638,3,1503,8313
MT-500,Montana,montanastatewide,stillwater,1585,none,731,8,159,2,469,2062
MT-500,Montana,montanastatewide,sweetgrass,1585,none,356,9,45,2,102,842
MT-500,Montana,montanastatewide,teton,1585,none,765,12,89,3,315,1436
MT-500,Montana,montanastatewide,toole,1585,none,641,14,54,2,376,1259
MT-500,Montana,montanastatewide,treasure,1585,none,93,12,10,2,49,184
MT-500,Montana,montanastatewide,none,1585,none,none,none,none,none,none,none
MT-500,Montana,montanastatewide,wheatland,1585,none,346,17,39,5,147,611
MT-500,Montana,montanastatewide,wibaux,1585,none,101,11,15,3,53,280
MT-500,Montana,montanastatewide,yellowstone,1585,1157.06429,18523,11,2676,3,5582,31356
NC-500,North Carolina,forsyth,forsyth,429,1379.02407,53575,14,9135,5,27441,64200
NC-500,North Carolina,salem,burke,429,none,12185,14,1821,4,10710,20051
NC-501,North Carolina,buncombe,buncombe,637,1516.168332,30954,11,5792,4,16059,45409
NC-501,North Carolina,asheville,buncombe,637,1516.168332,30954,11,5792,4,16059,45409
NC-502,North Carolina,durham,durham,459,1441.655729,41987,13,7305,4,22320,38304
NC-503,North Carolina,carolinabalanceofstate,alamance,2491,1024.777935,20916,12,3959,4,13953,32480
NC-503,North Carolina,carolinabalanceofstate,alexander,2491,none,4443,12,745,4,3921,10424
NC-503,North Carolina,carolinabalanceofstate,alleghany,2491,none,1952,17,200,4,1722,2610
NC-503,North Carolina,carolinabalanceofstate,anson,2491,none,4414,21,644,6,2804,6566
NC-503,North Carolina,carolinabalanceofstate,ashe,2491,none,3768,14,513,4,2638,6342
NC-503,North Carolina,carolinabalanceofstate,avery,2491,none,2630,17,299,4,1891,4023
NC-503,North Carolina,carolinabalanceofstate,beaufort,2491,none,8863,20,959,4,4026,10453
NC-503,North Carolina,carolinabalanceofstate,bertie,2491,none,3345,20,433,6,2686,4990
NC-503,North Carolina,carolinabalanceofstate,bladen,2491,none,6342,21,835,5,3229,6966
NC-503,North Carolina,carolinabalanceofstate,cabarrus,2491,1521.542627,21467,9,4894,4,13680,37076
NC-503,North Carolina,carolinabalanceofstate,caldwell,2491,none,11804,14,1760,5,10763,19073
NC-503,North Carolina,carolinabalanceofstate,camden,2491,none,868,8,185,4,724,2239
NC-503,North Carolina,carolinabalanceofstate,carteret,2491,none,7997,11,1315,4,4094,12350
NC-503,North Carolina,carolinabalanceofstate,caswell,2491,none,4463,20,509,5,2922,5863
NC-503,North Carolina,carolinabalanceofstate,catawba,2491,none,21477,13,3625,4,15006,32965
NC-503,North Carolina,carolinabalanceofstate,chatham,2491,none,9444,12,1333,3,5818,10851
NC-503,North Carolina,carolinabalanceofstate,cherokee,2491,none,4012,13,541,5,2240,7249
NC-503,North Carolina,carolinabalanceofstate,chowan,2491,none,2376,17,278,5,1622,3300
NC-503,North Carolina,carolinabalanceofstate,clay,2491,none,1548,13,201,5,939,2111
NC-503,North Carolina,carolinabalanceofstate,columbus,2491,none,11160,23,1404,6,5801,13275
NC-503,North Carolina,carolinabalanceofstate,craven,2491,1158.405834,12150,12,1946,4,6940,17560
NC-503,North Carolina,carolinabalanceofstate,currituck,2491,none,2542,8,595,4,1530,6175
NC-503,North Carolina,carolinabalanceofstate,dare,2491,none,3274,8,1168,5,1296,6115
NC-503,North Carolina,carolinabalanceofstate,davidson,2491,1263.391253,22945,13,3655,4,16811,38289
NC-503,North Carolina,carolinabalanceofstate,davie,2491,none,4192,9,879,4,2972,9872
NC-503,North Carolina,carolinabalanceofstate,duplin,2491,none,9204,19,1092,4,6863,10695
NC-503,North Carolina,carolinabalanceofstate,edgecombe,2491,none,10671,22,1717,8,5320,13184
NC-503,North Carolina,carolinabalanceofstate,franklin,2491,none,8760,12,1540,4,6366,14166
NC-503,North Carolina,carolinabalanceofstate,gates,2491,none,1389,13,220,4,822,3173
NC-503,North Carolina,carolinabalanceofstate,graham,2491,none,1361,17,208,6,1015,2091
NC-503,North Carolina,carolinabalanceofstate,granville,2491,none,8231,14,1201,4,6019,13189
NC-503,North Carolina,carolinabalanceofstate,greene,2491,none,4217,23,393,4,3259,4782
NC-503,North Carolina,carolinabalanceofstate,halifax,2491,none,12848,27,1428,7,7062,12996
NC-503,North Carolina,carolinabalanceofstate,harnett,2491,1528.990775,17603,13,2846,5,10048,25222
NC-503,North Carolina,carolinabalanceofstate,haywood,2491,none,8521,13,1252,4,4767,12517
NC-503,North Carolina,carolinabalanceofstate,henderson,2491,1407.48138,13838,12,2209,4,7221,21705
NC-503,North Carolina,carolinabalanceofstate,hertford,2491,none,4694,24,563,6,2506,5519
NC-503,North Carolina,carolinabalanceofstate,hoke,2491,none,8120,15,1287,6,4130,9580
NC-503,North Carolina,carolinabalanceofstate,hyde,2491,none,849,21,116,6,770,1264
NC-503,North Carolina,carolinabalanceofstate,iredell,2491,1558.349315,18028,9,4203,4,11346,34436
NC-503,North Carolina,carolinabalanceofstate,jackson,2491,none,7364,18,898,4,3001,8087
NC-503,North Carolina,carolinabalanceofstate,johnston,2491,1639.694051,26562,11,4367,4,15900,38991
NC-503,North Carolina,carolinabalanceofstate,jones,2491,none,1616,17,180,4,1149,2493
NC-503,North Carolina,carolinabalanceofstate,lee,2491,none,9533,15,1385,5,6115,11309
NC-503,North Carolina,carolinabalanceofstate,lenoir,2491,none,11414,21,1356,5,7303,13199
NC-503,North Carolina,carolinabalanceofstate,mcdowell,2491,none,6323,14,915,4,4756,10663
NC-503,North Carolina,carolinabalanceofstate,macon,2491,none,5289,14,660,4,3066,8834
NC-503,North Carolina,carolinabalanceofstate,madison,2491,none,3162,15,421,4,1605,4794
NC-503,North Carolina,carolinabalanceofstate,martin,2491,none,4336,20,486,5,2814,5561
NC-503,North Carolina,carolinabalanceofstate,mitchell,2491,none,2223,15,309,5,1301,3422
NC-503,North Carolina,carolinabalanceofstate,montgomery,2491,none,4407,17,526,4,3200,6089
NC-503,North Carolina,carolinabalanceofstate,moore,2491,1716.85461,9369,9,1883,4,5464,14206
NC-503,North Carolina,carolinabalanceofstate,nash,2491,none,13770,14,2676,6,8265,21484
NC-503,North Carolina,carolinabalanceofstate,ampton,2491,none,3962,23,453,6,2592,4630
NC-503,North Carolina,carolinabalanceofstate,onslow,2491,1049.501531,25172,13,3422,5,8951,32215
NC-503,North Carolina,carolinabalanceofstate,pamlico,2491,none,1794,15,233,4,1013,3002
NC-503,North Carolina,carolinabalanceofstate,pasquotank,2491,none,5990,15,891,5,2968,8012
NC-503,North Carolina,carolinabalanceofstate,perquimans,2491,none,2032,15,263,5,1342,2835
NC-503,North Carolina,carolinabalanceofstate,person,2491,none,6772,17,929,5,3402,9554
NC-503,North Carolina,carolinabalanceofstate,pitt,2491,1144.206313,35969,21,4481,5,10539,25535
NC-503,North Carolina,carolinabalanceofstate,polk,2491,none,2394,12,431,4,1113,3874
NC-503,North Carolina,carolinabalanceofstate,randolph,2491,none,19487,13,3034,4,16065,34866
NC-503,North Carolina,carolinabalanceofstate,richmond,2491,none,10979,26,1186,7,5097,9264
NC-503,North Carolina,carolinabalanceofstate,robeson,2491,none,31425,27,3632,7,16966,25587
NC-503,North Carolina,carolinabalanceofstate,rockingham,2491,none,16319,18,2156,5,10667,22272
NC-503,North Carolina,carolinabalanceofstate,rowan,2491,1082.110057,24540,17,3285,5,13220,33154
NC-503,North Carolina,carolinabalanceofstate,rutherford,2491,none,11118,17,1560,6,6752,15031
NC-503,North Carolina,carolinabalanceofstate,sampson,2491,none,11846,20,1279,4,7250,13975
NC-503,North Carolina,carolinabalanceofstate,scotland,2491,none,7747,24,1044,9,4324,7788
NC-503,North Carolina,carolinabalanceofstate,stanly,2491,none,8896,14,1310,4,6086,14259
NC-503,North Carolina,carolinabalanceofstate,stokes,2491,none,5800,13,906,4,4490,13280
NC-503,North Carolina,carolinabalanceofstate,surry,2491,none,11343,16,1424,4,9604,14503
NC-503,North Carolina,carolinabalanceofstate,swain,2491,none,2427,17,313,4,1444,3114
NC-503,North Carolina,carolinabalanceofstate,transylvania,2491,none,4067,12,594,4,2023,6105
NC-503,North Carolina,carolinabalanceofstate,tyrrell,2491,none,621,21,89,6,627,1018
NC-503,North Carolina,carolinabalanceofstate,union,2491,1779.301927,18556,7,4907,4,14938,35054
NC-503,North Carolina,carolinabalanceofstate,vance,2491,none,8694,20,1315,7,4495,10281
NC-503,North Carolina,carolinabalanceofstate,warren,2491,none,3581,19,496,7,1990,5460
NC-503,North Carolina,carolinabalanceofstate,washington,2491,none,2237,20,297,7,1311,2854
NC-503,North Carolina,carolinabalanceofstate,watauga,2491,none,10642,21,1071,3,2195,6686
NC-503,North Carolina,carolinabalanceofstate,wayne,2491,none,21361,18,2590,5,11071,23258
NC-503,North Carolina,carolinabalanceofstate,wilkes,2491,none,11106,17,1309,4,9024,15451
NC-503,North Carolina,carolinabalanceofstate,wilson,2491,none,14510,18,2254,6,9600,17705
NC-503,North Carolina,carolinabalanceofstate,yadkin,2491,none,4695,12,739,4,3813,9419
NC-503,North Carolina,carolinabalanceofstate,yancey,2491,none,3230,17,352,4,1654,4852
NC-504,North Carolina,highpoint,guilford,426,1251.702833,70898,13,14402,5,35186,82609
NC-504,North Carolina,greensboro,guilford,426,1251.702833,70898,13,14402,5,35186,82609
NC-505,North Carolina,mecklenburg,mecklenburg,1761,1506.472253,113013,10,30529,4,68244,123146
NC-505,North Carolina,charlotte,mecklenburg,1761,1506.472253,113013,10,30529,4,68244,123146
NC-506,North Carolina,pender,pender,347,none,6668,10,1254,4,4495,11156
NC-506,North Carolina,newhanover,newhanover,347,1397.538365,26307,11,5300,4,9653,29894
NC-506,North Carolina,brunswick,brunswick,347,1411.574797,13997,9,3289,6,7671,29757
NC-506,North Carolina,wilmington,newhanover,347,1397.538365,26307,11,5300,4,9653,29894
NC-507,North Carolina,wake,wake,1534,1483.53024,105694,9,24117,4,47387,108711
NC-507,North Carolina,raleigh,wake,1534,1483.53024,105694,9,24117,4,47387,108711
NC-509,North Carolina,lincoln,lincoln,497,none,7830,8,1819,4,6855,18770
NC-509,North Carolina,gaston,gaston,497,1401.485188,33888,14,5705,5,20864,47150
NC-509,North Carolina,cleveland,cleveland,497,none,17757,18,2553,5,9305,23769
NC-509,North Carolina,gastonia,gaston,497,1401.485188,33888,14,5705,5,20864,47150
NC-511,North Carolina,cumberland,cumberland,475,1138.773078,50499,15,8628,6,16602,55060
NC-511,North Carolina,fayetteville,cumberland,475,1138.773078,50499,15,8628,6,16602,55060
NC-513,North Carolina,orange,orange,133,1372.02939,16964,12,2817,3,5787,11847
NC-513,North Carolina,chapelhill,orange,133,1372.02939,16964,12,2817,3,5787,11847
NC-516,North Carolina,carolina,newhanover,193,1397.538365,26307,11,5300,4,9653,29894
ND-500,North Dakota,dakotastatewide,adams,610,none,255,12,28,2,115,591
ND-500,North Dakota,dakotastatewide,barnes,610,none,1149,11,138,2,392,2344
ND-500,North Dakota,dakotastatewide,benson,610,none,1520,26,96,4,455,1000
ND-500,North Dakota,dakotastatewide,billings,610,none,103,10,11,2,35,227
ND-500,North Dakota,dakotastatewide,bottineau,610,none,691,11,119,4,299,1271
ND-500,North Dakota,dakotastatewide,bowman,610,none,259,9,34,2,202,737
ND-500,North Dakota,dakotastatewide,burke,610,none,191,8,38,3,90,450
ND-500,North Dakota,dakotastatewide,burleigh,610,none,7923,8,1369,2,3371,15232
ND-500,North Dakota,dakotastatewide,cass,610,766.5860782,19208,10,2636,2,5512,21855
ND-500,North Dakota,dakotastatewide,cavalier,610,none,289,8,49,2,146,718
ND-500,North Dakota,dakotastatewide,dickey,610,none,527,11,52,2,254,920
ND-500,North Dakota,dakotastatewide,divide,610,none,232,10,30,2,114,392
ND-500,North Dakota,dakotastatewide,dunn,610,none,440,11,85,2,315,1010
ND-500,North Dakota,dakotastatewide,eddy,610,none,264,11,39,3,176,532
ND-500,North Dakota,dakotastatewide,emmons,610,none,430,13,58,3,279,906
ND-500,North Dakota,dakotastatewide,foster,610,none,295,8,36,2,183,667
ND-500,North Dakota,dakotastatewide,golden,610,none,218,12,20,2,80,368
ND-500,North Dakota,dakotastatewide,grandforks,610,846.6703302,9430,13,1008,2,2016,9335
ND-500,North Dakota,dakotastatewide,grant,610,none,401,17,28,2,116,595
ND-500,North Dakota,dakotastatewide,griggs,610,none,239,10,25,2,126,490
ND-500,North Dakota,dakotastatewide,hettinger,610,none,331,14,38,2,210,623
ND-500,North Dakota,dakotastatewide,kidder,610,none,335,14,57,4,180,567
ND-500,North Dakota,dakotastatewide,lamoure,610,none,436,10,39,1,343,867
ND-500,North Dakota,dakotastatewide,logan,610,none,259,14,22,2,136,405
ND-500,North Dakota,dakotastatewide,mchenry,610,none,621,11,115,3,300,1266
ND-500,North Dakota,dakotastatewide,mcintosh,610,none,335,13,32,2,307,692
ND-500,North Dakota,dakotastatewide,mckenzie,610,none,1254,9,388,4,561,2679
ND-500,North Dakota,dakotastatewide,mclean,610,none,1021,10,147,3,538,2258
ND-500,North Dakota,dakotastatewide,mercer,610,none,655,8,144,3,576,1566
ND-500,North Dakota,dakotastatewide,morton,610,none,3241,9,552,3,1821,6166
ND-500,North Dakota,dakotastatewide,mountrail,610,none,1064,11,190,2,643,1991
ND-500,North Dakota,dakotastatewide,nelson,610,none,310,10,44,3,149,663
ND-500,North Dakota,dakotastatewide,oliver,610,none,207,11,29,3,80,364
ND-500,North Dakota,dakotastatewide,pembina,610,none,647,9,135,4,469,1549
ND-500,North Dakota,dakotastatewide,pierce,610,none,457,12,48,2,198,855
ND-500,North Dakota,dakotastatewide,ramsey,610,none,1372,12,158,2,703,2142
ND-500,North Dakota,dakotastatewide,ransom,610,none,489,8,59,2,296,1499
ND-500,North Dakota,dakotastatewide,renville,610,none,188,8,34,2,98,484
ND-500,North Dakota,dakotastatewide,richland,610,none,1582,10,203,2,795,2698
ND-500,North Dakota,dakotastatewide,rolette,610,none,3253,27,414,8,964,1864
ND-500,North Dakota,dakotastatewide,sargent,610,none,340,9,54,2,170,952
ND-500,North Dakota,dakotastatewide,sheridan,610,none,209,16,29,4,132,420
ND-500,North Dakota,dakotastatewide,sioux,610,none,1581,42,37,3,323,732
ND-500,North Dakota,dakotastatewide,slope,610,none,88,12,9,2,52,173
ND-500,North Dakota,dakotastatewide,stark,610,none,3281,10,682,3,1649,6753
ND-500,North Dakota,dakotastatewide,steele,610,none,153,8,23,2,50,321
ND-500,North Dakota,dakotastatewide,stutsman,610,none,2324,11,266,2,1270,5380
ND-500,North Dakota,dakotastatewide,er,610,none,241,11,32,2,194,504
ND-500,North Dakota,dakotastatewide,traill,610,none,761,9,114,2,311,1369
ND-500,North Dakota,dakotastatewide,walsh,610,none,1224,11,202,3,955,2523
ND-500,North Dakota,dakotastatewide,ward,610,820.5231049,6234,9,1144,3,2722,13187
ND-500,North Dakota,dakotastatewide,wells,610,none,477,12,67,3,252,1128
ND-500,North Dakota,dakotastatewide,williams,610,794.9731788,3239,8,1135,5,2108,7120
NE-500,Nebraska,nebraskabalanceofstate,adams,482,none,3501,11,434,2,1717,5533
NE-500,Nebraska,nebraskabalanceofstate,antelope,482,none,625,10,66,1,332,1543
NE-500,Nebraska,nebraskabalanceofstate,arthur,482,none,57,13,7,3,14,77
NE-500,Nebraska,nebraskabalanceofstate,banner,482,none,71,10,9,2,34,84
NE-500,Nebraska,nebraskabalanceofstate,blaine,482,none,63,13,7,2,23,105
NE-500,Nebraska,nebraskabalanceofstate,boone,482,none,506,9,51,1,194,1507
NE-500,Nebraska,nebraskabalanceofstate,boxbutte,482,none,1176,11,145,2,707,2404
NE-500,Nebraska,nebraskabalanceofstate,boyd,482,none,248,14,22,2,67,592
NE-500,Nebraska,nebraskabalanceofstate,brown,482,none,315,10,35,2,128,755
NE-500,Nebraska,nebraskabalanceofstate,buffalo,482,none,5163,10,606,2,2373,7597
NE-500,Nebraska,nebraskabalanceofstate,burt,482,none,661,10,95,2,421,1707
NE-500,Nebraska,nebraskabalanceofstate,butler,482,none,686,8,110,2,359,2116
NE-500,Nebraska,nebraskabalanceofstate,cass,482,none,1708,6,389,2,1037,5208
NE-500,Nebraska,nebraskabalanceofstate,cedar,482,none,652,7,90,1,321,2099
NE-500,Nebraska,nebraskabalanceofstate,chase,482,none,330,8,39,1,311,674
NE-500,Nebraska,nebraskabalanceofstate,cherry,482,none,601,11,58,1,104,1223
NE-500,Nebraska,nebraskabalanceofstate,cheyenne,482,none,1127,11,128,3,417,2232
NE-500,Nebraska,nebraskabalanceofstate,clay,482,none,595,9,81,2,294,1487
NE-500,Nebraska,nebraskabalanceofstate,colfax,482,none,861,8,118,2,1723,1938
NE-500,Nebraska,nebraskabalanceofstate,cuming,482,none,758,8,89,1,654,2114
NE-500,Nebraska,nebraskabalanceofstate,custer,482,none,1100,10,110,1,409,2380
NE-500,Nebraska,nebraskabalanceofstate,dakota,482,none,2181,10,354,3,2855,4336
NE-500,Nebraska,nebraskabalanceofstate,dawes,482,none,1144,15,103,2,259,1055
NE-500,Nebraska,nebraskabalanceofstate,dawson,482,none,2528,10,311,2,3464,4811
NE-500,Nebraska,nebraskabalanceofstate,deuel,482,none,207,11,22,2,131,405
NE-500,Nebraska,nebraskabalanceofstate,dixon,482,none,438,8,69,2,589,1231
NE-500,Nebraska,nebraskabalanceofstate,dodge,482,none,3817,10,515,2,2661,8946
NE-500,Nebraska,nebraskabalanceofstate,dundy,482,none,225,13,20,1,123,297
NE-500,Nebraska,nebraskabalanceofstate,fillmore,482,none,478,8,69,2,229,1454
NE-500,Nebraska,nebraskabalanceofstate,franklin,482,none,375,13,34,2,166,786
NE-500,Nebraska,nebraskabalanceofstate,frontier,482,none,293,12,29,1,99,476
NE-500,Nebraska,nebraskabalanceofstate,furnas,482,none,540,11,53,2,315,1026
NE-500,Nebraska,nebraskabalanceofstate,gage,482,none,2556,12,287,2,1382,5591
NE-500,Nebraska,nebraskabalanceofstate,garden,482,none,274,15,24,2,82,428
NE-500,Nebraska,nebraskabalanceofstate,garfield,482,none,203,11,24,2,45,346
NE-500,Nebraska,nebraskabalanceofstate,gosper,482,none,155,8,21,1,85,366
NE-500,Nebraska,nebraskabalanceofstate,grant,482,none,58,10,6,1,33,137
NE-500,Nebraska,nebraskabalanceofstate,greeley,482,none,277,13,24,1,128,557
NE-500,Nebraska,nebraskabalanceofstate,hall,482,none,7341,12,1005,3,6073,12541
NE-500,Nebraska,nebraskabalanceofstate,hamilton,482,none,618,6,110,2,212,1778
NE-500,Nebraska,nebraskabalanceofstate,harlan,482,none,296,9,36,2,159,606
NE-500,Nebraska,nebraskabalanceofstate,hayes,482,none,118,14,10,1,42,192
NE-500,Nebraska,nebraskabalanceofstate,hitchcock,482,none,339,13,31,2,92,567
NE-500,Nebraska,nebraskabalanceofstate,holt,482,none,1081,10,108,1,444,2093
NE-500,Nebraska,nebraskabalanceofstate,hooker,482,none,50,7,7,1,34,181
NE-500,Nebraska,nebraskabalanceofstate,howard,482,none,525,8,80,2,209,1777
NE-500,Nebraska,nebraskabalanceofstate,jefferson,482,none,686,9,82,1,433,2010
NE-500,Nebraska,nebraskabalanceofstate,johnson,482,none,564,13,62,3,437,1710
NE-500,Nebraska,nebraskabalanceofstate,kearney,482,none,509,7,74,1,230,1286
NE-500,Nebraska,nebraskabalanceofstate,keith,482,none,951,11,102,2,632,1749
NE-500,Nebraska,nebraskabalanceofstate,keyapaha,482,none,152,19,10,1,29,187
NE-500,Nebraska,nebraskabalanceofstate,kimball,482,none,401,11,47,2,309,982
NE-500,Nebraska,nebraskabalanceofstate,knox,482,none,1009,12,104,2,439,2057
NE-500,Nebraska,nebraskabalanceofstate,lancaster,482,1027.516967,37132,12,4678,2,13317,41872
NE-500,Nebraska,nebraskabalanceofstate,logan,482,none,68,9,9,1,23,139
NE-500,Nebraska,nebraskabalanceofstate,loup,482,none,94,15,9,2,8,181
NE-500,Nebraska,nebraskabalanceofstate,mcpherson,482,none,43,11,8,1,26,107
NE-500,Nebraska,nebraskabalanceofstate,madison,482,none,3316,9,517,2,1828,7263
NE-500,Nebraska,nebraskabalanceofstate,merrick,482,none,678,9,104,2,372,2036
NE-500,Nebraska,nebraskabalanceofstate,morrill,482,none,610,13,69,2,294,1075
NE-500,Nebraska,nebraskabalanceofstate,nance,482,none,348,10,40,2,164,792
NE-500,Nebraska,nebraskabalanceofstate,nemaha,482,none,754,11,87,2,419,1317
NE-500,Nebraska,nebraskabalanceofstate,nuckolls,482,none,398,9,50,2,237,983
NE-500,Nebraska,nebraskabalanceofstate,otoe,482,none,1458,9,213,2,763,3635
NE-500,Nebraska,nebraskabalanceofstate,pawnee,482,none,312,12,30,2,268,714
NE-500,Nebraska,nebraskabalanceofstate,perkins,482,none,264,9,27,1,207,472
NE-500,Nebraska,nebraskabalanceofstate,phelps,482,none,768,8,94,1,490,1744
NE-500,Nebraska,nebraskabalanceofstate,pierce,482,none,726,10,97,2,276,1672
NE-500,Nebraska,nebraskabalanceofstate,platte,482,none,2619,7,423,2,2575,6651
NE-500,Nebraska,nebraskabalanceofstate,polk,482,none,338,6,59,2,315,1316
NE-500,Nebraska,nebraskabalanceofstate,redwillow,482,none,1120,10,127,2,530,2278
NE-500,Nebraska,nebraskabalanceofstate,richardson,482,none,866,11,110,2,367,2261
NE-500,Nebraska,nebraskabalanceofstate,rock,482,none,175,14,13,1,38,285
NE-500,Nebraska,nebraskabalanceofstate,saline,482,none,1343,10,182,2,1761,2472
NE-500,Nebraska,nebraskabalanceofstate,sarpy,482,1143.946269,10533,5,2518,2,5436,25261
NE-500,Nebraska,nebraskabalanceofstate,saunders,482,none,1626,7,275,2,796,4546
NE-500,Nebraska,nebraskabalanceofstate,scottsbluff,482,none,4773,13,535,2,2578,6881
NE-500,Nebraska,nebraskabalanceofstate,seward,482,none,1281,7,236,2,622,3154
NE-500,Nebraska,nebraskabalanceofstate,sheridan,482,none,664,13,54,2,360,1170
NE-500,Nebraska,nebraskabalanceofstate,sherman,482,none,323,11,38,2,182,762
NE-500,Nebraska,nebraskabalanceofstate,sioux,482,none,177,15,15,1,40,194
NE-500,Nebraska,nebraskabalanceofstate,stanton,482,none,412,7,82,2,204,1216
NE-500,Nebraska,nebraskabalanceofstate,thayer,482,none,431,8,49,1,228,1164
NE-500,Nebraska,nebraskabalanceofstate,thomas,482,none,79,11,12,2,34,106
NE-500,Nebraska,nebraskabalanceofstate,thurston,482,none,1247,19,115,3,346,1266
NE-500,Nebraska,nebraskabalanceofstate,none,482,none,none,none,none,none,none,none
NE-500,Nebraska,nebraskabalanceofstate,washington,482,none,1303,6,281,2,618,3840
NE-500,Nebraska,nebraskabalanceofstate,wayne,482,none,1081,12,119,2,208,1578
NE-500,Nebraska,nebraskabalanceofstate,webster,482,none,376,11,36,2,137,789
NE-500,Nebraska,nebraskabalanceofstate,wheeler,482,none,89,11,7,1,30,155
NE-500,Nebraska,nebraskabalanceofstate,york,482,none,1143,8,154,2,544,2776
NE-501,Nebraska,omaha,douglas,1346,1113.04669,67277,11,9776,3,33257,78693
NE-502,Nebraska,lincoln,lincoln,418,none,3729,11,441,2,1475,7331
NH-500,New Hampshire,newhampshirebalanceofstate,belknap,851,none,4840,7,1113,3,3059,13873
NH-500,New Hampshire,newhampshirebalanceofstate,carroll,851,none,4039,7,861,3,1926,10882
NH-500,New Hampshire,newhampshirebalanceofstate,cheshire,851,none,7283,9,1473,3,3403,17152
NH-500,New Hampshire,newhampshirebalanceofstate,coos,851,none,3650,12,615,4,2634,9530
NH-500,New Hampshire,newhampshirebalanceofstate,grafton,851,none,7288,8,1566,3,4510,16565
NH-500,New Hampshire,newhampshirebalanceofstate,merrimack,851,none,12908,8,2544,3,7469,31996
NH-500,New Hampshire,newhampshirebalanceofstate,rockingham,851,1949.418459,14449,4,6208,3,10263,57660
NH-500,New Hampshire,newhampshirebalanceofstate,strafford,851,1547.294515,10959,8,2331,3,5327,23050
NH-500,New Hampshire,newhampshirebalanceofstate,sullivan,851,none,3930,9,738,3,3006,12105
NH-501,New Hampshire,manchester,borough,513,1643.545073,30217,7,8294,3,21212,76529
NH-502,New Hampshire,borough,borough,241,1643.545073,30217,7,8294,3,21212,76529
NH-502,New Hampshire,nashua,borough,241,1643.545073,30217,7,8294,3,21212,76529
NJ-500,New Jersey,atlantic,atlantic,343,1520.863082,40786,15,12017,9,23333,61970
